Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
4,Z. Leday,EA7,F,8.00,14.7,−0.4,1,25,1,7,3,0,0,1,0,2,7,28.6,1,3,33.3,2,2,100.0,0,3,1,1,4,-16
5,N. Melli,FBB,C,8.00,8.9,−0.1,1,27,0,5,4,1,2,0,0,2,7,28.6,1,6,16.7,0,0,0.0,1,3,1,2,4,9
6,Y. Ouattara,PBB,G,7.70,5.2,+0.1,1,23,1,12,3,1,0,0,0,4,12,33.3,2,7,28.6,2,2,100.0,0,3,2,0,1,-6
7,A. Butkevicius,ZAL,F,7.70,7.2,0.0,1,19,0,3,4,3,0,0,0,1,2,50.0,1,1,100.0,0,0,0.0,0,4,0,3,1,-1
8,T. Lyles,RMB,F,7.70,12.0,−0.2,1,24,1,8,3,1,0,1,0,2,6,33.3,1,3,33.3,3,4,75.0,0,3,1,3,3,11
9,K. Hayes,ASM,C,7.70,6.2,0.0,1,20,0,11,1,1,1,0,1,5,6,83.3,0,0,0.0,1,2,50.0,0,1,1,4,1,1
10,M. Nowell,BKN,G,7.00,9.1,−0.1,1,10,0,4,0,3,1,0,0,1,3,33.3,0,2,0.0,2,2,100.0,0,0,0,2,3,11
11,A. Brooks,EA7,G,7.00,7.0,−0.1,1,11,0,12,0,0,0,0,0,4,6,66.7,4,6,66.7,0,0,0.0,0,0,2,1,0,8
12,N. Kalinic,CZV,F,7.00,9.6,−0.2,1,27,1,5,3,2,0,0,0,1,1,100.0,1,1,100.0,2,2,100.0,1,2,4,3,4,-14
13,N. Sestina,VBC,F,6.60,5.2,0.0,1,13,0,3,3,2,0,0,0,1,4,25.0,1,4,25.0,0,0,0.0,0,3,0,0,1,-2
14,A. M'baye,PBB,F,6.60,8.4,−0.1,1,16,1,8,2,0,2,0,0,1,3,33.3,0,2,0.0,6,8,75.0,1,1,3,4,5,1
15,N. Giffey,BAY,F,6.60,5.5,0.0,1,17,0,7,1,0,0,0,0,3,4,75.0,1,2,50.0,0,0,0.0,1,0,0,1,0,2
1,M. Spagnolo,BKN,G,6.00,7.0,−0.1,1,9,0,6,1,1,1,0,0,2,2,100.0,2,2,100.0,0,0,0.0,0,1,2,1,0,9
2,M. Jantunen,FBB,F,6.00,8.9,−0.2,1,28,1,2,4,1,0,2,0,1,2,50.0,0,1,0.0,0,0,0.0,3,1,0,3,1,4
3,C. Osman,PAO,F,6.00,12.9,−0.3,1,17,0,7,0,0,0,0,0,3,5,60.0,0,0,0.0,1,2,50.0,0,0,0,0,2,-13
4,E. Izundu,CZV,C,6.00,8.4,−0.1,1,21,1,3,3,2,1,1,0,1,1,100.0,0,0,0.0,1,2,50.0,3,0,1,3,1,-2
5,D. Booker,EA7,C,6.00,12.8,−0.3,1,17,0,4,4,2,0,0,0,2,5,40.0,0,0,0.0,0,1,0.0,1,3,0,2,2,-2
6,D. Kramer,RMB,G,5.50,7.0,−0.1,1,17,0,3,3,0,1,0,0,1,3,33.3,1,3,33.3,0,0,0.0,1,2,0,2,2,13
7,J. Jessup,BAY,F,5.50,6.7,−0.1,1,14,0,4,3,1,1,0,0,2,4,50.0,0,2,0.0,0,0,0.0,1,2,1,1,0,3
8,B. Vautier,ASV,C,5.50,6.7,−0.1,1,19,1,3,5,2,0,2,0,1,4,25.0,0,0,0.0,1,2,50.0,4,1,0,4,1,20
9,J. Vesely,BAR,C,5.50,10.3,−0.3,1,18,0,7,5,0,0,0,0,3,6,50.0,0,1,0.0,1,4,25.0,3,2,1,3,3,2
10,W. Gabriel,BAY,C,5.50,11.2,−0.3,1,9,0,2,1,1,0,1,0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,1,1,-3
11,B. Fernando,RMB,C,5.50,7.4,−0.1,1,10,0,6,4,1,0,0,0,3,6,50.0,0,0,0.0,0,0,0.0,2,2,3,1,1,1
12,N. Weiler-babb,EFS,G,5.00,10.6,−0.3,1,23,1,4,3,3,0,0,0,1,6,16.7,0,4,0.0,2,2,100.0,1,2,0,2,2,0
13,K. Nunn,PAO,G,5.00,15.7,−0.5,1,25,1,10,2,1,1,0,0,4,10,40.0,0,2,0.0,2,2,100.0,1,1,2,5,4,-4
14,T. Blatt,MTA,G,5.00,8.4,−0.2,1,14,0,7,0,3,2,0,0,3,6,50.0,1,3,33.3,0,0,0.0,0,0,3,1,0,-15
15,T. Carter,CZV,G,5.00,9.0,−0.2,1,30,0,13,3,2,0,0,0,5,12,41.7,2,6,33.3,1,1,100.0,0,3,5,2,1,-6
1,A. Bacot Jr.,FBB,C,5.00,10.7,−0.3,1,9,0,4,1,1,0,1,0,2,3,66.7,0,0,0.0,0,0,0.0,1,0,0,2,1,-5
2,G. Watson,ASV,G,4.40,10.1,−0.3,1,17,1,9,3,2,1,0,0,4,11,36.4,0,2,0.0,1,2,50.0,2,1,1,4,2,-2
3,J. Parker,PAR,F,4.40,11.4,−0.4,1,17,1,10,1,0,0,0,0,3,6,50.0,2,3,66.7,2,2,100.0,0,1,1,5,2,18
4,T. Odiase,HTA,C,4.40,7.9,−0.2,1,14,0,4,2,1,0,0,0,2,4,50.0,0,0,0.0,0,0,0.0,1,1,0,2,1,-9
5,L. Vildoza,VIR,G,4.00,9.1,−0.3,1,15,0,2,0,5,1,0,0,0,3,0.0,0,2,0.0,2,2,100.0,0,0,0,2,1,-1
6,T. Walkup,OLY,G,4.00,8.8,−0.2,1,23,1,4,2,2,0,0,0,1,4,25.0,0,2,0.0,2,2,100.0,1,1,0,4,3,-3
7,S. Ojeleye,CZV,F,4.00,9.6,−0.3,1,14,0,3,1,0,0,0,0,1,2,50.0,0,0,0.0,1,2,50.0,1,0,0,0,2,-10
8,K. Birch,FBB,C,4.00,6.0,−0.1,1,11,1,2,4,1,0,0,0,0,2,0.0,0,0,0.0,2,2,100.0,1,3,1,1,1,-7
9,O. Yurtseven,PAO,C,4.00,9.1,−0.2,1,13,0,6,1,1,0,0,0,3,4,75.0,0,0,0.0,0,0,0.0,0,1,1,2,0,-13
10,M. Lo,ZAL,G,3.30,9.2,−0.3,1,19,0,4,3,1,2,0,2,1,5,20.0,0,3,0.0,2,2,100.0,1,2,1,1,1,3
11,S. Llull,RMB,G,3.30,5.1,−0.1,1,11,0,6,0,0,0,0,0,1,2,50.0,1,1,100.0,3,5,60.0,0,0,1,1,2,2
12,C. Malcolm,HTA,F,3.30,7.3,−0.2,1,26,1,6,1,0,0,1,0,2,5,40.0,0,3,0.0,2,2,100.0,1,0,0,3,1,21
13,V. Marinkovic,PAR,F,3.30,7.1,−0.2,1,18,0,5,3,0,0,0,0,2,5,40.0,1,2,50.0,0,0,0.0,1,2,1,1,0,-9
14,A. Abalde,RMB,F,3.30,5.6,−0.1,1,13,1,3,0,5,0,0,0,1,3,33.3,1,1,100.0,0,0,0.0,0,0,1,3,1,-4
15,I. Bako,PBB,C,3.30,7.1,−0.2,1,7,0,4,2,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,1,3,0,5
1,T. Jones,PAR,C,3.30,14.3,−0.5,1,20,1,2,3,3,1,1,0,1,3,33.3,0,0,0.0,0,0,0.0,0,3,1,5,1,12
2,T. Horton Tucker,FBB,G,3.00,10.5,−0.4,1,22,1,10,6,0,0,0,2,4,12,33.3,0,5,0.0,2,3,66.7,2,4,2,4,4,-7
3,M. Diakite,BKN,F,3.00,8.5,−0.3,1,12,0,5,3,1,1,0,1,2,4,50.0,1,2,50.0,0,0,0.0,0,3,2,2,0,0
4,D. Davidovac,CZV,F,3.00,4.8,−0.1,1,19,0,4,2,0,1,0,0,2,3,66.7,0,1,0.0,0,0,0.0,2,0,1,2,0,-7
5,L. Samanic,BKN,C,3.00,9.3,−0.3,1,13,0,0,3,2,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,3,1,0,1,0
6,A. Diarra,VIR,C,3.00,8.7,−0.3,1,8,0,4,2,0,0,0,0,2,2,100.0,0,0,0.0,0,1,0.0,1,1,0,3,1,8
7,T. Tarpey,ASM,G,2.20,4.6,−0.1,1,13,0,3,1,0,0,0,0,1,2,50.0,1,2,50.0,0,0,0.0,1,0,0,2,1,-2
8,T. Satoransky,BAR,G,2.20,10.1,−0.4,1,18,1,0,4,5,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,2,2,1,4,0,-5
9,T. Ginat,HTA,F,2.20,7.9,−0.3,1,6,0,2,1,1,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,0,1,0,-5
10,M. Cale,BAR,F,2.20,6.8,−0.2,1,12,0,5,3,1,0,0,0,2,5,40.0,1,2,50.0,0,0,0.0,2,1,1,3,0,-5
11,V. Lucic,BAY,F,2.20,8.6,−0.3,1,24,1,10,1,0,0,0,0,4,8,50.0,1,3,33.3,1,2,50.0,0,1,1,4,1,7
12,D. Osetkowski,PAR,F,2.20,9.7,−0.3,1,19,0,3,3,0,1,0,0,1,4,25.0,1,2,50.0,0,0,0.0,2,1,0,2,0,-10
13,D. Mccormack,BAY,C,2.20,8.2,−0.3,1,15,0,3,5,0,1,0,0,1,3,33.3,0,0,0.0,1,2,50.0,0,5,2,4,2,4
14,K. Kondic,DUB,G,2.00,5.6,−0.2,1,12,0,5,0,0,1,0,1,2,5,40.0,1,3,33.3,0,0,0.0,0,0,0,2,2,-12
15,T. Shorts,PAO,G,2.00,12.3,−0.5,1,11,0,4,1,1,0,0,0,1,3,33.3,0,0,0.0,2,3,66.7,0,1,2,1,2,1
1,Q. Ellis,EA7,G,2.00,6.5,−0.2,1,20,0,2,1,1,0,1,0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,3,2,3,-22
2,O. Bitim,FBB,F,2.00,5.5,−0.2,1,15,0,6,1,0,0,0,0,3,3,100.0,0,0,0.0,0,0,0.0,0,1,1,4,0,7
3,P. Kalaitzakis,PAO,F,2.00,4.0,0.0,1,5,0,0,1,0,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0,0,1,4
4,G. Ricci,EA7,F,2.00,4.9,−0.1,1,5,0,0,2,0,2,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,0,2,0,1
5,K. Papanikolaou,OLY,F,2.00,7.0,−0.3,1,17,0,3,1,2,0,0,0,1,3,33.3,1,3,33.3,0,2,0.0,0,1,1,1,2,-3
6,C. Jones,HTA,G,1.10,11.2,−0.5,1,19,0,9,0,0,1,0,0,4,11,36.4,1,2,50.0,0,0,0.0,0,0,1,1,0,-8
7,D. Brizuela,BAR,G,1.10,7.3,−0.3,1,7,0,3,1,0,0,0,0,1,3,33.3,1,2,50.0,0,0,0.0,0,1,0,1,0,-4
8,D. Sleva,ZAL,F,1.10,8.1,−0.3,1,12,1,4,3,0,1,0,1,2,5,40.0,0,1,0.0,0,0,0.0,2,1,1,3,1,6
9,M. Norris,BAR,F,1.10,10.1,−0.5,1,12,0,5,2,0,1,0,0,2,6,33.3,1,4,25.0,0,0,0.0,1,1,0,3,0,-7
10,J. Parra,BAR,F,1.10,6.5,−0.3,1,13,0,2,2,0,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,1,1,0,2,0,-7
11,U. Garuba,RMB,F,1.10,6.7,−0.3,1,10,0,2,1,0,0,1,0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,1,0,2
12,D. Hackett,VIR,G,1.00,5.8,−0.2,1,10,0,0,2,2,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,1,1,0,3,2,-14
13,N. Mannion,EA7,G,1.00,7.1,−0.3,1,14,1,2,0,5,0,0,0,1,2,50.0,0,1,0.0,0,0,0.0,0,0,2,3,0,8
14,R. Smits,EFS,F,1.00,6.3,−0.3,1,14,0,2,2,1,1,0,0,1,3,33.3,0,1,0.0,0,0,0.0,1,1,0,4,1,6
15,W. Rayman,MTA,F,1.00,4.5,−0.2,1,3,0,2,0,1,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,2,0,-6
1,A. Peters,OLY,F,1.00,9.1,−0.4,1,7,0,0,2,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,2,0,-6
2,G. Papagiannis,EFS,C,1.00,7.7,−0.3,1,12,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,2,-3
3,M. Diouf,VIR,C,1.00,6.7,−0.3,1,3,0,2,2,0,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,2,0,1,1,0,-4
4,B. Boston Jr.,FBB,G,0.00,11.7,−0.6,1,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-3
5,R. Beaubois,EFS,G,0.00,6.6,−0.3,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0
6,S. Hazer,EFS,G,0.00,5.3,−0.3,1,3,0,0,1,1,0,0,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0,6
7,K. Prepelic,DUB,G,0.00,7.2,−0.3,1,5,0,3,0,0,0,0,0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,1,2,0,-3
8,N. Nedovic,ASM,G,0.00,7.1,−0.4,1,11,0,4,2,0,1,0,0,2,4,50.0,0,1,0.0,0,0,0.0,0,2,1,4,0,-10
9,J. Grant,PAO,G,0.00,9.6,−0.4,1,23,1,10,0,2,0,0,0,3,8,37.5,1,3,33.3,3,3,100.0,0,0,3,5,1,-3
10,I. Nogues,VBC,G,0.00,4.6,0.0,1,5,0,0,2,0,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,1,1,0,3,1,3
11,D. Washington,PAR,G,0.00,7.8,−0.4,1,15,0,6,1,1,0,0,2,2,8,25.0,1,4,25.0,1,2,50.0,0,1,0,2,3,-6
12,A. Lakic,PAR,G,0.00,4.0,−0.2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0
13,B. Colson,FBB,F,0.00,9.4,−0.4,1,9,1,2,2,0,0,0,1,1,4,25.0,0,1,0.0,0,0,0.0,0,2,1,0,1,-12
14,D. Bertans,DUB,F,0.00,9.6,−0.4,1,16,1,5,2,0,0,1,0,2,7,28.6,1,5,20.0,0,0,0.0,2,0,0,3,0,-9
15,N. Dangubic,DUB,F,0.00,4.0,−0.2,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0
1,C. Frisch,BKN,F,0.00,7.4,−0.4,1,13,0,3,1,1,0,0,0,1,4,25.0,1,3,33.3,0,0,0.0,1,0,0,2,0,13
2,J. Motley,HTA,C,0.00,12.2,−0.6,1,5,0,2,0,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,1,2,1,-6
3,K. Kamenjas,DUB,C,0.00,6.6,−0.3,1,15,0,2,2,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,2,2,0,-9
4,R. Holmes,PAO,C,0.00,12.5,−0.6,1,14,1,3,3,0,0,0,0,0,2,0.0,0,0,0.0,3,4,75.0,2,1,1,4,2,1
5,N. Sako,VBC,C,0.00,9.1,−0.4,1,12,0,2,2,0,0,1,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,1,4,0,18
6,K. Antetokounmpo,OLY,C,0.00,4.8,−0.2,1,6,0,2,1,0,0,0,0,1,1,100.0,0,0,0.0,0,2,0.0,0,1,0,2,1,2
7,M. Rubstavicius,ZAL,G,-0.90,6.6,−0.4,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-4
8,A. Atamna,ASV,G,-0.90,4.0,−0.2,1,10,0,0,1,0,1,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,-1
9,L. Kratzer,BAY,C,-0.90,4.0,−0.2,1,4,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,2,0,-2
10,B. Taylor,VIR,G,-1.00,8.1,−0.5,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,-2
11,J. Dibartolomeo,MTA,G,-1.00,5.6,−0.3,1,11,0,0,1,1,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,1,0,0,1,0,-3
12,S. Lee,OLY,G,-1.00,7.6,−0.4,1,17,0,4,1,2,1,0,1,1,5,20.0,0,2,0.0,2,2,100.0,0,1,2,3,1,-9
13,J. Anderson,DUB,F,-1.00,6.4,−0.4,1,16,0,4,2,0,0,1,0,1,5,20.0,0,2,0.0,2,2,100.0,1,1,2,3,1,-2
14,N. Rogkavopoulos,PAO,F,-1.00,7.0,−0.4,1,12,1,0,2,0,1,0,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,0,1,0,5
15,D. Sirvydis,ZAL,G,-1.80,6.4,−0.4,1,5,0,0,0,0,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,-3
1,T. Ennis,HTA,G,-1.80,9.3,−0.5,1,4,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,-8
2,X. Rathan-mayes,BAY,G,-1.80,8.6,−0.5,1,16,1,4,1,2,0,0,1,2,7,28.6,0,3,0.0,0,0,0.0,0,1,1,3,1,0
3,A. Traore,ASV,F,-1.80,7.1,−0.4,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,-6
4,L. Cavaliere,PBB,F,-1.80,4.6,−0.3,1,10,0,0,1,0,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,0,3,0,2
5,A. Abass,DUB,F,-2.00,6.0,−0.4,1,9,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,-2
6,V. Cancar,EA7,F,-2.00,9.8,−0.5,1,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,13
7,D. Hall,OLY,C,-2.00,12.0,−0.6,1,6,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,3,0,-11
8,I. Iroegbu,VBC,G,-2.70,6.8,−0.4,1,11,0,3,0,1,0,0,0,1,4,25.0,1,2,50.0,0,0,0.0,0,0,3,2,1,-6
9,I. Brazdeikis,ZAL,F,-2.70,6.9,−0.5,1,8,1,0,0,0,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,3,1,1,2
10,R. Sorkin,MTA,F,-3.00,9.6,−0.6,1,13,0,2,2,0,1,0,1,1,4,25.0,0,1,0.0,0,0,0.0,1,1,3,2,1,-16
11,E. Jackson,ASV,F,-3.60,4.7,−0.2,1,17,1,6,2,2,0,0,1,2,11,18.2,1,5,20.0,1,2,50.0,1,1,3,1,1,-6
12,A. Pokusevski,PAR,F,-3.60,5.6,−0.4,1,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2,2,0,0
13,T. Biberovic,FBB,F,-6.00,6.6,−0.6,1,17,0,2,1,0,0,0,0,1,5,20.0,0,2,0.0,0,0,0.0,0,1,1,4,0,-9
